order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD235160,ID1713449452,2019-04-09,Bakers,"[('Toshika 750', 2), ('Universe Note', 2), ('Olivia x460', 2), ('Lucent 330S', 2)]",20450,61.03,-37.8111407,144.9911699,25,15398.53,Autumn,False,0.3793,great cellphone price/ specs comparation it's a great cell,True
ORD418148,ID3218293554,2019-08-12,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",16010,65.82,-37.8044483,144.9542709,25,12073.32,Winter,False,1.1133,"as described this is not a new phone. it had chips and a few light scratches on phone, that being said it is what they said it would be. works great so far.",True
ORD146202,ID0634777700,2019-06-03,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('iAssist Line', 1)]",10035,76.58,-37.8145831,144.9382378,15,8606.33,Winter,True,0.8052,i extremely happy with my purchase. i like that the screen is just a little bigger and much faster.,True
ORD163699,ID3394725163,2019-01-18,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270,74.64,-37.8177544,144.95910130000001,10,12017.64,Summer,False,0.9237,five stars very good battery life and camera,True
ORD350579,ID4893629012,2019-10-05,Thompson,"[('iStream', 2), ('Universe Note', 1)]",3750,81.12,-37.8113309,144.92940719999999,10,3456.12,Spring,False,1.5604,five stars great phone forr the money,True
ORD289738,ID0030287517,2019-08-22,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",22650,67.03,-37.7996411,144.9910159,5,21584.53,Winter,False,1.2109,i love it!!!!!!,True
ORD192329,ID2213981043,2019-10-24,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('Toshika 750', 2)]",19400,102.83,-37.80497800000001,144.9832597,0,19502.83,Spring,True,1.1919,"diversity, so many things to see and hear. wealth of information",True
ORD157064,ID2202858907,2019-06-18,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310,66.06,-37.821630299999995,144.9535812,0,5376.06,Winter,False,1.1498,"easy to activate on our tmobile account came quick, easy to activate on our tmobile account.",True
ORD362877,ID5856691446,2019-10-28,Nickolson,"[('Toshika 750', 2), ('pearTV', 2)]",21260,71.59,-37.8180537,144.9669245,5,20268.59,Spring,False,0.2387,i like it great so far. however not too much different than my olivia s6 edge plus.,True
ORD353681,ID5422000176,2019-05-27,Thompson,"[('pearTV', 2), ('iStream', 2)]",12920,68.16,-37.802198,144.9604986,5,12342.16,Autumn,False,1.6598,"five stars so far works great, the screen is amazing. i recommend this phone. seller outstanding.",True
ORD389867,ID0581709083,2019-06-16,Thompson,"[('Alcon 10', 2), ('Toshika 750', 1), ('pearTV', 2), ('Universe Note', 2)]",41740,84.02,-37.8050438,144.925926,5,39737.02,Winter,True,2.0442,"bought this for my wife for christmas (a perfect gift, if i do say so myself), and seeing the joy that it brings her on a near daily basis makes me want one for myself. alas, it will be another six years in the sequin mines outside nashville until i can save enough to get another one. but someday...",True
ORD215292,ID2975229836,2019-10-09,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Olivia x460', 1)]",6855,68.67,-37.8011582,144.9576924,5,6580.92,Spring,False,1.5862,batter suck the battery suck. it cost me $70 to get it repaired,False
ORD364923,ID6167489426,2019-07-02,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,76.9,-37.8111977,144.9588052,15,22635.9,Winter,True,1.0451,decent phone worked like it should,True
ORD036871,ID0575539863,2019-05-10,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,69.63,-37.8237995,144.9835104,25,3752.13,Autumn,False,1.3573,fabulous love this phone.,True
ORD396299,ID4238873973,2019-09-13,Nickolson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,74.64,-37.8124315,144.96936719999997,10,19487.64,Spring,False,0.6863,five stars nice phone.,True
ORD206373,ID0579383911,2019-12-15,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",17080,63.35,-37.82521060000001,144.9423044,0,17143.35,Summer,False,1.4572,phone was advertised as new. it was old or ... phone was advertised as new. it was old or refurbished. had scratches and wear located on the power supply.,False
ORD487568,ID0214146589,2019-08-12,Nickolson,"[('Thunder line', 2), ('Olivia x460', 2), ('iStream', 2), ('Candle Inferno', 1)]",7540,68.24,-37.8056609,144.97146940000005,0,7608.24,Winter,False,1.4496,"excellent value, lets me lug all my favorite books around and read whenever. wouldn't be without it.",True
ORD493892,ID6167289285,2019-07-21,Nickolson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,80.3,-37.81044179999999,144.9614008,15,12889.8,Winter,True,1.1565,three stars this phone is very nice,True
ORD014648,ID2181268838,2019-02-25,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('Candle Inferno', 1)]",8470,72.65,-37.812379799999995,144.9543822,15,7272.15,Summer,False,0.644,five stars so far so good,True
ORD036550,ID0655124675,2019-05-25,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",32130,64.97,-37.8065641,144.9415892,15,27375.47,Autumn,False,0.8335,"$300. cheaper than verizon wanted,same phone. so far so good the phone works great. i took it to the verizon store as i am a verizon customer and they hooked it up for me for free.",True
ORD098961,ID0846545708,2019-11-16,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",16130,96.27,-37.818553,144.96789219999997,5,15419.77,Spring,True,0.1459,"this fits perfect in my purse and love how clear the screen is. the price was amazing, didn't find it anywhere else close the the price.",True
ORD282635,ID0638053773,2019-01-18,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2)]",6585,68.66,-37.817783899999995,144.96602019999997,10,5995.16,Summer,False,0.3233,"best phone on the market i’ve used every brand of phone there is. huawei came as a real pleasant surprise. incredible photo quality, long battery life and overall craftsmanship makes p30 the best camera on the market in every practical purpose.",True
ORD138687,ID0746917853,2019-12-21,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2), ('Candle Inferno', 2), ('iAssist Line', 2)]",14660,100.22,-37.8245566,144.984639,5,14027.22,Summer,True,1.4834,very happy arrived with no scratches almost.new very happy.,True
ORD399356,ID0033675553,2019-11-15,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('Thunder line', 2), ('Universe Note', 1)]",15350,88.64,-37.8089626,144.9580005,5,14671.14,Spring,True,1.0464,using unauthorized software! i just started getting messages that i wasn't connected to the network. i went to the tmobile store to find out that the phone is locked and using unauthorized software. because of that i was not able to receive any of the olivia updates and now have a worthless phone.,False
ORD213743,ID0129952493,2019-12-24,Bakers,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,89.03,-37.8072023,144.99642219999996,25,5027.78,Summer,True,0.3281,five stars very well,True
ORD071437,ID0777775780,2019-11-25,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040,78.78,-37.8048995,144.9508758,10,2814.78,Spring,False,0.9279,"good phone, great price i gave it to my 11-year old",True
ORD457878,ID0128982276,2019-02-09,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",8960,72.69,-37.81780379999999,144.9624239,10,8136.69,Summer,False,0.6329,better then i could have expected even after months of use if i could give it 6 stars i would. i've been using this phone ever since i got it every day. it hasn't skipped a beat. if you told me.it was brand new when i got it i wouldn't doubt it for a second. great phone and great quality.,True
ORD129571,ID6167417896,2019-08-12,Thompson,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 1)]",17530,77.07,-37.81668629999999,144.954276,0,17607.07,Winter,True,0.7754,"excellent product excellent product, was received as described, was delivered at the correct time.",True
ORD222708,ID5002595127,2019-11-26,Thompson,"[('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2)]",5370,100.28,-37.8120417,144.9531543,10,4933.28,Spring,True,0.5398,phone was brand new and had no scratches works perfectly fine.,True
ORD275173,ID4655086240,2019-04-01,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",26530,62.31,-37.8109126,144.9457174,10,23939.31,Autumn,False,0.2292,good product & price excelent phone,True
ORD470590,ID1449431437,2019-03-09,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Thunder line', 1), ('Universe Note', 1)]",15130,48.88,-37.8152811,144.9748412,0,15178.88,Autumn,False,0.5937,"i just had to buy another cell phone. this ... i just had to buy another cell phone. this phone i purchased, the back button stop working within 4 months.",False
ORD121208,ID4326586177,2019-01-13,Thompson,"[('Olivia x460', 1), ('Universe Note', 2)]",8125,79.72,-37.8010955,144.9567447,5,7798.47,Summer,False,1.5444,five stars great phone even after being released a year ago.,True
ORD140091,ID0317729759,2019-09-09,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",6905,78.18,-37.8091736,144.9563099,10,6292.68,Spring,False,0.9012,awesome phone and price. good phone so far. it's not a typical android interface so it'll take some getting used to.,True
ORD480341,ID0591317279,2019-05-20,Nickolson,"[('iStream', 2), ('Universe Note', 2), ('Alcon 10', 1), ('iAssist Line', 1)]",18375,82.19,-37.825432799999994,144.95707190000005,25,13863.44,Autumn,True,1.3355,"value for money the phone is pretty hood for general use. it is fast in terms of everyday ise. photo quality is ok, it is not bad. touch and feel is good. robust build. at the price point for everyday use the phone is amazing",True
ORD402319,ID1224854756,2019-03-03,Thompson,"[('Lucent 330S', 2), ('pearTV', 2), ('Candle Inferno', 1)]",15510,64.22,-37.8135389,144.9403554,0,15574.22,Autumn,True,0.5982,"review the phone and try to share wifi. the device is not work fine, i hace problem with the hotspot... always is deactivated... only work with at&t and the device is unblocked... i need the phone with internacional operator.",False
ORD159237,ID6167231034,2019-06-14,Nickolson,"[('Thunder line', 2), ('iStream', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",18060,51.14,-37.812956,144.9603853,10,16305.14,Winter,False,1.0216,"battery is not good once i unplug the charger, phone shows battery can last only 7 to 9 hours. screen is big and clear. camera is good. gps can announce street name, but does not tell you when it is recalculating.",False
ORD296788,ID6167278767,2019-09-19,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Olivia x460', 1)]",4545,74.2,-37.81328970000001,144.9514657,10,4164.7,Spring,False,0.3927,"phone without a scratch. came fast, just in ... phone without a scratch. came fast, just in time for me birthday. flawless",True
ORD068327,ID3555802229,2019-07-21,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('Alcon 10', 2), ('Thunder line', 2)]",32125,68.58,-37.8052299,144.9369713,0,32193.58,Winter,False,1.2146,five stars totally love it,True
ORD287270,ID0746912565,2019-11-14,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 1), ('Thunder line', 1)]",6060,90.24,-37.8245305,144.9829281,15,5241.24,Spring,True,1.3491,"impossible to use, screen just don't responds not sure if all are defective but i got two and both have a non responsive screen it was just impossible to use no matter if i updated the software.",False
ORD452364,ID0528648054,2019-12-04,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('iStream', 2), ('Lucent 330S', 1)]",12160,58.86,-37.8206199,144.9487372,25,9178.86,Summer,False,0.8967,two stars quite the problem with the system to adjust the settings . i'll not be choosing this phone next time,False
ORD159837,ID0033238480,2019-09-08,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,85.05,-37.800251,144.96242890000005,5,12815.05,Spring,False,1.9332,"great flawless quality for a refurbished phone very fair price, great flawless quality for a refurbished phone. works wonderfully! only bummer was that it doesn't come with an sd card but thankfully that wasnt an issue or an extra charge for me thru my carrier",True
ORD294033,ID0052450475,2019-11-16,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('Toshika 750', 1), ('Universe Note', 2)]",18760,100.14,-37.7901033,144.9372857,5,17922.14,Spring,True,2.6557,"defective phone !!!!!!!! the phone, while talking cuts in and out, every so often, i thought it was being in a bad area, but all along it was the phone!!! the blue tooth, wifi does the same thing, im sorry it took so long to find out, i hope the company reaches out to help me with this sad situation.",False
ORD064853,ID6167289327,2019-12-03,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Candle Inferno', 1)]",6110,61.1,-37.8082201,144.9689754,15,5254.6,Summer,False,1.156,not truly unlocked disliked that it came network locked so i could not use my own data and now i can't even make phone calls or send/recieve text messages... i can only make emergency calls.,False
ORD470418,ID0287629353,2019-02-26,Thompson,"[('Universe Note', 1), ('pearTV', 1)]",9760,75.22,-37.80408660000001,144.9508656,10,8859.22,Summer,False,1.0125,"great device first of all, it comes with all its accessories, the phone quality is great, doesn't lag, camera pretty good, is comfortable not to big not small at all, batterys incredible just one charge per day using it all day long, you can play any game, in conclusion i'll recommend this phone.",True
ORD474047,ID0612015888,2019-09-07,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Toshika 750', 2), ('pearTV', 2)]",22915,73.84,-37.815387799999996,144.9632926,25,17260.09,Spring,False,0.6559999999999999,"works great like new condition, works great does everything i want it to do. would buy again with out hesitation.",True
ORD281670,ID0145245978,2019-07-03,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2), ('iStream', 1)]",5825,78.04,-37.8164322,144.96011919999995,10,5320.54,Winter,True,0.8636,love my new phone 😀 the phone works perfectly and it was such a great price. thank you guys very much!,True
ORD203892,ID0030220690,2019-05-27,Bakers,"[('iStream', 2), ('Thunder line', 2)]",4660,68.85,-37.824602299999995,144.9888876,0,4728.85,Autumn,False,1.719,great purchase. the phone works very well. great purchase.,True
ORD329387,ID6167236688,2019-11-04,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('iAssist Line', 2), ('Thunder line', 2)]",12130,76.03,-37.8116645,144.96480630000005,10,10993.03,Spring,False,0.8771,very good buy very good buy,True
ORD267411,ID5002595133,2019-06-01,Thompson,"[('pearTV', 1), ('Thunder line', 1)]",8490,62.92,-37.812083799999996,144.9530679,5,8128.42,Winter,False,0.5316,"unlocked and payments free no payments and i can use it overseas. thats all i wanted, and this more and meets and exceeds expectations.",True
ORD184293,ID0579503422,2019-05-08,Thompson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,77.2,-37.813809899999995,144.9497383,25,6654.7,Autumn,True,0.2667,the other hand is needed. it is too heavy for me to operate with one hand. its weight makes it difficult for my one-handed finger to support it when operating the fingerprint authentication button or the home button. the other hand is needed.,True
ORD111672,ID6197211424,2019-07-25,Thompson,"[('iStream', 1), ('Thunder line', 1), ('Toshika 750', 2)]",10970,68.01,-37.8172239,144.9340654,10,9941.01,Winter,False,1.2507,five stars great phone for my mother-in-law from brazil.,True
ORD348518,ID4633550177,2019-06-30,Thompson,"[('Universe Note', 1), ('iStream', 1), ('iAssist Line', 1), ('Alcon 10', 1)]",14775,75.79,-37.806562299999996,144.9468069,25,11157.04,Winter,True,0.6806,"three stars everything is fine, except were you plug in the charger ,,the plug will not stay in",True
ORD016797,ID3555806739,2019-12-23,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",4315,97.82,-37.8046514,144.9377347,10,3981.32,Summer,True,1.213,"and it is an amazing phone, with an amazing camera it is unlocked, and it is an amazing phone, with an amazing camera. however these are at&t unlocked phones, so they have the at&t apps and junk like that preinstalled on them.",True
ORD107492,ID1427579380,2019-11-13,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",25625,105.04,-37.8089004,144.9641542,5,24448.79,Spring,True,1.1789,four stars very nice good purchase,True
ORD457973,ID1900213545,2019-06-03,Thompson,"[('iStream', 1), ('Lucent 330S', 1)]",1380,80.34,-37.806614399999994,144.96146159999995,10,1322.34,Winter,True,1.4343,"great phone. i love it! it's a olivia phone anyway: new, used or refurbished' it's still a great phone; can't complain, i knew what i would deal with. great communication and description of the phone by the seller. so, no complain!",True
ORD151549,ID6167278766,2019-01-21,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Toshika 750', 1)]",12080,90.55,-37.813293,144.95145480000005,10,10962.55,Summer,True,0.3918,love my universe love the phone. love the features. love everything about it. best android i've had yet. i personally think the alcon is overrated. i know quite a few people that have left alcon world and became team android.,True
ORD399371,ID6167236657,2019-02-10,Nickolson,"[('pearTV', 2), ('Lucent 330S', 1)]",13850,79.68,-37.811453,144.96467009999995,25,10467.18,Summer,True,0.9035,not recommended after 4 months the phone just did not work anymore. ;(,False
ORD214877,ID0416817424,2019-03-07,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Universe Note', 1), ('Olivia x460', 1)]",23805,82.38,-37.80947310000001,144.9784778,10,21506.88,Autumn,True,1.2835,"like brand new, box and all! looked like brand new. original box and new charger wire and adapter. bought for daughter for gift but her boyfriend bought her brand new google pixel 3 the same day i ordered this so i returned it. really hated to as it was in perfect condition.",True
ORD166716,ID1449431613,2019-02-11,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,91.97,-37.813101,144.9738744,10,5199.47,Summer,True,0.7201,five stars it is working great! product looks new.,True
ORD337417,ID0767667826,2019-08-02,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",14150,65.07,-37.80739570000001,144.9709222,10,12800.07,Winter,True,1.2525,"charger is only 5 inches long the charger sent to me is not the factory charger, the usb and the port that plugs into the wall are completely different. it's 5 inches long and of course it's one of those new ones so i don't have another charger that i can use. i literally cannot use this phone while it's plugged in.",False
ORD341655,ID0202417498,2019-11-12,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",5695,92.96,-37.801155,144.9186671,5,5503.21,Spring,False,2.8078,"absolutely love my candle. there was a glare on the screen when i was out in the sun, but once my eyes got adjusted it was just fine!",True
ORD439645,ID1490906981,2019-04-28,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('pearTV', 1)]",9350,67.17,-37.82278400000001,144.9365094,0,9417.17,Autumn,False,1.4591,five stars wife loves it,True
ORD475291,ID0577396654,2019-02-28,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('pearTV', 2), ('iAssist Line', 1)]",24345,78.95,-37.822956,144.9861411,0,24423.95,Summer,False,1.5375,"the best seller ever there was a small issue with the phone, i returned it though i paid not a small amount of tax :) the seller refund it all !!!",True
ORD393216,ID4264281404,2019-06-13,Thompson,"[('iAssist Line', 1), ('pearTV', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",13755,52.56,-37.8193803,144.95279419999997,10,12432.06,Winter,False,0.9005,one star worst phone i've ever been near since flip phones. useless.,False
ORD251885,ID1492410145,2019-09-14,Nickolson,"[('Universe Note', 2), ('iStream', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",20450,66.62,-37.804612299999995,144.9632233,15,17449.12,Spring,False,1.653,"the phone itself is awesome the companies are scandalous. i have this phone and absolutely love the phone but when my screen shattered i wanted a new one so i ordered one that was ""new"". nope i paid $300 more then the ""used"" and it has gunk in the speakers and chips in it and it didn't even come with the cords or charger.",False
ORD114419,ID2187770706,2019-06-12,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2), ('Alcon 10', 1), ('pearTV', 2)]",32660,51.51,-37.808544299999994,144.9634169,5,31078.51,Winter,False,1.2421,"caja del celular abierta la caja del celular llego abierto, y yo compre el celular nuevo, que paso?",False
ORD421176,ID5424203726,2019-12-13,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 2), ('Thunder line', 1)]",16885,72.48,-37.819131899999995,144.9773398,25,12736.23,Summer,False,0.6875,good product great product price/value,True
ORD406590,ID3215192052,2019-06-26,Thompson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,62.02,-37.810224700000006,144.94756950000001,5,1515.52,Winter,False,0.2761,great phone. great phone... i upgraded from a universe note 3 which i loved but unfortunately lost. i must say that the toshika takes much more advantage of the processor and the 3gb of ram than the note... and that's saying a lot!,True
ORD283056,ID2975231283,2019-03-29,Thompson,"[('pearTV', 2), ('iStream', 2), ('Toshika 750', 1)]",17240,81.94,-37.800372499999995,144.95862649999995,0,17321.94,Autumn,True,1.7053,"good for the price the phone is made for the over seas market, but does work in us. i have att, and it is working.",True
ORD259914,ID1132070452,2019-02-11,Thompson,"[('iStream', 2), ('Toshika 750', 2), ('pearTV', 1)]",15250,71.63,-37.8106761,144.9394491,25,11509.13,Summer,False,0.706,so far a very nice phone i just ordered this and it seems to work great and super fast. i really like it. i went from a note edge which i was in love with to this one. although it's not as wide as the edge it feels nice. and has a great battery life. i will update in a couple days.,True
ORD187709,ID0289592440,2019-03-04,Thompson,"[('pearTV', 2), ('iStream', 1)]",12770,78.01,-37.812157899999995,144.9536879,25,9655.51,Autumn,True,0.5849,excellent battery life. fast load of apps. large and clear screen. over all a very good phone at a reasonable cost.,True
ORD327119,ID4544035096,2019-01-16,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,93.0,-37.8118633,144.9638606,10,18417.0,Summer,True,0.9011,phone is great phone is super awesome camera is dope night shots are clean,True
ORD258532,ID0576824180,2019-11-16,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500,77.47,-37.819691299999995,144.9810772,0,6577.47,Spring,False,1.0209,five stars great phones.,True
ORD284012,ID0163643138,2019-10-15,Nickolson,"[('iStream', 2), ('Toshika 750', 1)]",4620,81.48,-37.8272523,144.9845107,5,4470.48,Spring,False,1.6307,verizon prepaid yes this phone doeswork on verizon prepaid contrary to many reviews i have read. just pop in your sim into slot one. universe a50,True
ORD149087,ID4716795526,2019-12-18,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('iAssist Line', 2), ('iStream', 1)]",24120,73.38,-37.818737799999994,144.95324130000003,10,21781.38,Summer,False,0.8662,this was a replacement for the phone i had for ... this was a replacement for the phone i had for several year. i hope this one last as long as the previous one did.,True
ORD143695,ID0107156509,2019-03-15,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 1)]",15550,79.67,-37.825168100000006,144.9787107,15,13297.17,Autumn,True,1.0882,this product has made my life much simpler with a little one. i use it a lot for music and when i have my hands full turning it on/off or up/down is a breeze. the screen is a great novelty where i can watch the news!,True
ORD478789,ID0634783038,2019-11-29,Thompson,"[('Thunder line', 1), ('Toshika 750', 2)]",10820,100.51,-37.8117713,144.9392675,15,9297.51,Spring,True,0.6934,great olivia phone. great alternative to the note 10. bog screen and nice camera.,True
ORD092445,ID0767584755,2019-12-23,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",14040,72.45,-37.8071026,144.9507483,25,10602.45,Summer,False,0.6995,olivia universe a20 some were put off because the first screen was in spanish you can change that on this screen works well display looks great every works fine good camera also has no problem with consumer cellular. jon,True
ORD486884,ID6167236676,2019-09-25,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 1)]",18075,77.27,-37.8099718,144.9705825,0,18152.27,Spring,False,0.9642,brought it as a gift for my wife and she loves it!,True
ORD293265,ID2906505249,2019-05-24,Thompson,"[('iAssist Line', 2), ('pearTV', 2)]",17070,66.0,-37.806933799999996,144.95024809999995,15,14575.5,Autumn,False,0.6974,best inferno tablet at a reasonable price. much faster than the 7 inch.,True
ORD389305,ID0253027669,2019-06-05,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610,64.45,-37.8154174,144.94132199999999,10,2413.45,Winter,False,0.5905,definitely an amazing deal at an amazing price on black friday weekend,True
ORD313908,ID0224753120,2019-10-13,Bakers,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,95.66,-37.8083996,144.9940322,15,18243.16,Spring,True,0.2067,"very good 👍👍 arrived early, thank you. very good 👍👍 arrived early, thank you.",True
ORD212398,ID2501490564,2019-05-31,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",27130,80.03,-37.8116706,144.98303059999995,25,20427.53,Autumn,True,1.0891,good value! so far so good! i did get a message from olivia saying moisture was detected in the charging port.,True
ORD051460,ID3222703083,2019-01-02,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('pearTV', 2)]",16930,98.92,-37.8020633,144.9449335,15,14489.42,Summer,True,1.1959,i love this candle works great for me i will be ordering another one today for my wife.,True
ORD464878,ID2383215090,2019-08-13,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('iStream', 2), ('Olivia x460', 2)]",13880,54.42,-37.8044095,144.9613396,25,10464.42,Winter,False,1.5561,menu doesn’t work. says it can’t connect to digico network,False
ORD065174,ID3208518297,2019-08-13,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Thunder line', 2)]",19900,81.44,-37.8053961,144.96470469999997,10,17991.44,Winter,True,1.5298,five stars loving my phone!!!!,True
ORD344429,ID6167230985,2019-10-30,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Universe Note', 1)]",16720,77.99,-37.8190884,144.9543375,10,15125.99,Spring,False,0.9584,the first phone i ever loved great camera but a bit heavy because of built-in wireless charging. also it's best to buy the international version unlocked than the at&t version and unlock it.,True
ORD315806,ID1367608940,2019-05-17,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",10355,85.63,-37.7990994,144.9706873,15,8887.38,Autumn,True,2.1725,great phone bot this one for my wife. i already had same phone. does all i need it to do. i use it in my business and plenty memory and speed to do all i need it to.,True
ORD220028,ID0151451916,2019-02-25,Bakers,"[('iStream', 2), ('Universe Note', 1), ('Toshika 750', 1)]",8070,82.34,-37.799398499999995,144.99978049999999,15,6941.84,Summer,True,1.2457,fake product fake product . damaged product and bad packing. software installed is a give away! do not buy and waste money!,False
ORD438146,ID0095562821,2019-12-23,Thompson,"[('Lucent 330S', 2), ('iStream', 2), ('Olivia x460', 2)]",5210,103.16,-37.802308000000004,144.9301719,25,4010.66,Summer,True,1.8814,very easy to use. size is just right --not cumbersome at all.,True
ORD111532,ID1833126500,2019-01-30,Thompson,"[('Toshika 750', 1), ('iStream', 2), ('Thunder line', 2)]",8980,60.16,-37.8033534,144.9518514,25,6795.16,Summer,False,1.1195,bad service the service on this phone compared to my last phone is terrible. the phone doesn't seem to be able to hold up to what i need it to do. would not recommend,False
ORD214844,ID2177124614,2019-07-01,Thompson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,64.43,-37.816159899999995,144.95669119999997,15,5661.68,Winter,False,0.9309999999999999,great product love the phone. exactly as described,True
ORD291920,ID0746912866,2019-08-07,Nickolson,"[('Olivia x460', 2), ('iStream', 2), ('Candle Inferno', 1), ('pearTV', 2)]",15800,69.1,-37.8249626,144.98487849999995,10,14289.1,Winter,False,1.5228,was looking for tablet to read books and this is perfect for that.,True
ORD317725,ID6195295690,2019-01-31,Bakers,"[('Thunder line', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",8090,107.7,-37.8245778,145.01118490000005,10,7388.7,Summer,True,2.1454,great great product,True
ORD452158,ID0529157839,2019-12-15,Thompson,"[('Universe Note', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",17075,80.94,-37.8234402,144.937746,25,12887.19,Summer,False,1.4521,phone good,True
ORD196317,ID2181268846,2019-04-18,Nickolson,"[('iStream', 2), ('Candle Inferno', 1)]",730,51.62,-37.8087869,144.96674380000005,0,781.62,Autumn,False,1.1194,very disappointed. the phone in the box wasn't the one that was supposed to be in there. the phone was already a active phone so i couldn't activate it. very disappointed.,False
ORD111817,ID5172636079,2019-11-11,Bakers,"[('iAssist Line', 2), ('Thunder line', 1), ('pearTV', 1)]",12940,102.23,-37.8115917,145.0034761,0,13042.23,Spring,True,0.7465,"excellent ok, excellent seller",True
